,公司名称,公司规模,城市,学历要求,工作经验,职位名称,职位描述,职位薪资
1577,腾讯,10000人以上,广州,本科,3-5年,微信商业数据分析工程师,"【岗位职责】根据产品业务设计、开发合适的数据评估模型及指标体系，及时监控发现业务发展中遇到的各种问题；对产品业务问题进行逻辑抽象，将现实业务问题转化为逻辑、可量化问题，并进行相应的数学建模；从逻辑、模型、实证角度，思考提出业务的潜在优化策略，并通过实验等量化评估方式，进行策略的有效性确认；评估各种策略的实证效果及因果关系分析，支持产品运营决策，驱动产品体验优化及业务快速增长；【岗位要求】本科及以上学历,统计学、应用数学、应用经济学、运筹学等数据科学相关专业；严谨的逻辑思维能力和扎实的数理专业知识基础；较强的动手实现能力，熟练使用SAS/R/Python/Matlab/SPSS等相关统计数学软件的一种；具备自我驱动的研究热情，有学术研究成果发表者优先考虑。",25k-50k
1578,欢聚时代,1000-9999人,广州,本科,5-10年,高级数据分析师,工作职责：1)及时响应业务团队数据统计分析需求，并提供适当的解读分析；2)结合业务特点，探索并建立分析主题，对数据进行深度分析和挖掘，输出可读性强的分析报告；3)监测并洞察市场环境的变化及竞争情况，及时发现潜在机会及警示潜在风险；4)制定数据分析的工作流程和规范，协助建立分析平台。职位要求：1)本科或以上学历，具备统计学相关知识，统计/数学/信息科学/金融/公共管理等专业优先；2)三年以上互联网产品数据分析经验，移动互联网产品分析经验优先，网络直播或游戏等娱乐行业优先；3)熟悉SQL、Hadoop等，有处理大规模数据的经验；熟练使用SPSS、R、Excel；4)较强的逻辑分析能力和独立思考能力，理解用户需求；充分的数据敏感度，能从海量数据表现中提炼核心结果，及时分析数据中隐含的变化和问题；能够把合理的思路成功应用于实践；5)具有较强的文字功底和报告撰写能力，表达能力强；6)工作态度认真负责，良好的沟团队协作意识和沟通协调能力，能承担工作压力。,15k-30k
1579,中誉机器人,0-20人,广州,博士,经验不限,人工智能机器人数据分析技术合伙人（博士）,中誉｜中国科学院博士后工作站人工智能机器人技术研究员1.人工智能技术或自动化方向博士毕业2.海外知名大学相关专业优先3.熟悉机器人或数据分析领域相关企业4.发表过相关论文或研发相关产品,20k-40k
1580,海尔集团,10000人以上,广州,本科,应届生,产品实习生(偏数据分析),我们需要：1.比较好的逻辑分析能力和数据敏感度，有一定市场调研的经验和基础；2.协助完成市场相关数据收集和调研，并进行归纳和分析，同步撰写调研报告，为公司产品部、买家部和采购部的决策工作提供数据支持；3.根据对跨境电商平台进行数据分析，提供品类分析及对标物为招商团队提供采购向导；4.通过对消费者评论及社交舆论进行热卖潮流预测；5.对供应商产品进行复选及定向研究；6.配合上级完成候选产品的测评工作，并输出新品测评报告。​岗位要求：1. 渴望获得出口跨境电商快速及专业成长锻炼；2. 渴望接受新事物，具备快速学习及总结能力；3. 因岗位要求，需有英文阅读及书写表达能力；4. 有丰富在校学生社团或组织活动经验，担任过关键角色优先；5. 本次实习岗位主要针对2019年毕业应届毕业生。,1k-2k
1581,太平洋网络,1000-9999人,广州,大专,3-5年,数据分析师,"工作职责：负责电商数据搜集、整理、分析, 并依据数据做出评估和预测 任职要求： 1. 3年以上工作经验, 2年以上爬虫开发和数据分析经验 2. 熟悉python, h5，js，熟悉linux平台 3. 熟悉爬虫框架，如scrapy，pyspider 4. 熟悉电商数据，能运用Pandas Numpy 能工具进行数据分析 5. 有良好逻辑思维能力、沟通能力、团队合作精神、学习能力，抗压能力，对挑战性问题充满激情",15k-20k
1582,诚毅软件,100-499人,广州,本科,1-3年,数据分析师,职位描述：1.利用已采集的大数据，分析智能终端、APP应用、媒体投放、内容舆情等方面的信息；2.编写数据分析报告并负责为客户讲解，评估媒体效果、挖掘用户行为、识别用户画像、分析内容舆论等；3.基于整合数据分析结果，提供在线营销业务优化等基于大数据分析的技术解决方案；4.与内部团队合作，从业务角度对数据产品策划和研发提供帮助。岗位要求：1.本科（含）以上学历，统计学、应用数学、信息管理、计算机等相关专业，2年以上工作经验；2.熟练使用SQL语言、python 或者 R；了解底层数据的架构技术以及应用层数据分析和算法的基本概念；熟悉Linux系统命令；3.理解数据应用场景，有客户数据模型建立和运营经验、数据化运营经验、数据类产品类规划经验；4.擅长产品数据分析，能够从数据中挖掘内在的隐性规律，并找到改进方向；5.具有良好的分析报告撰写能力，能制作专业分析报告。,10k-20k
1583,狮之谦服装有限公司,100-499人,广州,大专,经验不限,数据分析员,1、帮助公司内部部门从数据中分析相应的问题原因，并协助给出对应的解决方案2、有一年以上的商品数据分析经验，3、有商品管理、运营等经验者优先；4、对时尚女装的产品知识有一定了解经验；对数据敏感，有较强的数据分析能力和逻辑思维能力；5、喜欢数据分析，对数据有浓厚的兴趣；熟悉掌控数据工具狮之谦福利大放送：1、不定期组织培训学习、成本价格内购美衣。2、团建文娱玩不停：各部门月度团建经费、生日会经费、读书会、年会庆典经费、双11、双12活动经费、年度旅游经费。不定期公司组织活动。3、每逢佳期必有礼：结婚贺礼、生育贺礼、新年开门红包、生日贺礼、各类节日贺礼。4、钱多奖多到手软：月度KPI奖金、年终绩效奖金、带薪年假、月度团队奖金、年度团队之星、年度潜力之星、年度优秀员工。5、每年两次调薪申请机会，纵向横向发展空间。6、提供工作餐，下午茶、煲糖水。,4k-8k
1584,数说故事,100-499人,广州,本科,3-5年,高级数据分析师,,10k-15k
1585,广东海虹,100-499人,广州,大专,经验不限,医保数据分析师（广州）,,4k-8k
1586,网易,10000人以上,广州,本科,1-3年,电商数据分析师,,4k-8k
1587,正安生活,20-99人,广州,大专,1-3年,数据分析专员（广州）,,6k-7k
1588,腾讯,10000人以上,广州,本科,1-3年,MIG08-数据分析工程师（广州）,,16k-32k
1589,中顺网络,100-499人,广州,大专,1-3年,游戏数据分析师,,8k-16k
1590,海尔集团,10000人以上,广州,本科,应届生,产品实习生(偏数据分析),我们需要：1.比较好的逻辑分析能力和数据敏感度，有一定市场调研的经验和基础；2.协助完成市场相关数据收集和调研，并进行归纳和分析，同步撰写调研报告，为公司产品部、买家部和采购部的决策工作提供数据支持；3.根据对跨境电商平台进行数据分析，提供品类分析及对标物为招商团队提供采购向导；4.通过对消费者评论及社交舆论进行热卖潮流预测；5.对供应商产品进行复选及定向研究；6.配合上级完成候选产品的测评工作，并输出新品测评报告。​岗位要求：1. 渴望获得出口跨境电商快速及专业成长锻炼；2. 渴望接受新事物，具备快速学习及总结能力；3. 因岗位要求，需有英文阅读及书写表达能力；4. 有丰富在校学生社团或组织活动经验，担任过关键角色优先；5. 本次实习岗位主要针对2019年毕业应届毕业生。,1k-2k
1591,太平洋网络,1000-9999人,广州,大专,3-5年,数据分析师,"工作职责：负责电商数据搜集、整理、分析, 并依据数据做出评估和预测 任职要求： 1. 3年以上工作经验, 2年以上爬虫开发和数据分析经验 2. 熟悉python, h5，js，熟悉linux平台 3. 熟悉爬虫框架，如scrapy，pyspider 4. 熟悉电商数据，能运用Pandas Numpy 能工具进行数据分析 5. 有良好逻辑思维能力、沟通能力、团队合作精神、学习能力，抗压能力，对挑战性问题充满激情",15k-20k
1592,诚毅软件,100-499人,广州,本科,1-3年,数据分析师,职位描述：1.利用已采集的大数据，分析智能终端、APP应用、媒体投放、内容舆情等方面的信息；2.编写数据分析报告并负责为客户讲解，评估媒体效果、挖掘用户行为、识别用户画像、分析内容舆论等；3.基于整合数据分析结果，提供在线营销业务优化等基于大数据分析的技术解决方案；4.与内部团队合作，从业务角度对数据产品策划和研发提供帮助。岗位要求：1.本科（含）以上学历，统计学、应用数学、信息管理、计算机等相关专业，2年以上工作经验；2.熟练使用SQL语言、python 或者 R；了解底层数据的架构技术以及应用层数据分析和算法的基本概念；熟悉Linux系统命令；3.理解数据应用场景，有客户数据模型建立和运营经验、数据化运营经验、数据类产品类规划经验；4.擅长产品数据分析，能够从数据中挖掘内在的隐性规律，并找到改进方向；5.具有良好的分析报告撰写能力，能制作专业分析报告。,10k-20k
